Provincia,Partido,Localidad,Link Indec,ADSL_x,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Población,Latitud,Longitud,Total general
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,756,4600,0,3,0,742,0,726,23408.0,-35.4339385892588,-60.1731209454056,6827
BUENOS AIRES,25 de Mayo,Del Valle,6854020,181,0,0,0,10,1,0,0,899.0,-35.8973453887603,-60.7316089512944,192
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,0,0,0,0,0,0,0,181,547.0,-35.1643973648093,-60.0813577815069,181
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,0,782,0,496,16,0,0,185,4524.0,-35.2727788695321,-59.7719327250509,1479
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,0,0,0,0,0,0,0,6,63.0,-35.4838272164734,-59.9880647932831,6
BUENOS AIRES,25 de Mayo,Ernestina,6854030,75,0,0,0,0,0,0,0,145.0,-35.2702340519789,-59.5575034078873,75
BUENOS AIRES,25 de Mayo,Pedernales,6854070,154,0,0,25,21,0,0,7,1432.0,-35.2666085074294,-59.6306574695384,207
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,0,0,0,0,0,0,0,19,219.0,-35.607730780146,-60.9182929927645,19
BUENOS AIRES,9 de Julio,9 de Julio,6588100,4241,3556,80,6237,0,0,0,831,36494.0,-35.4447435053964,-60.8843433362719,14945
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,450,0,0,0,60,0,0,0,,,,510
BUENOS AIRES,9 de Julio,Dudignac,6588040,0,0,0,0,0,0,0,474,2670.0,-35.6511928511123,-60.7098962799094,474
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,193,0,0,2,2,0,0,0,,,,197
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,0,0,0,118,0,0,0,42,,,,160
BUENOS AIRES,9 de Julio,Patricios,6588110,81,0,0,0,0,0,0,50,745.0,-35.4395526972374,-60.7174384712323,131
BUENOS AIRES,9 de Julio,Morea,6588080,0,0,0,0,0,0,0,130,347.0,-35.5563880098445,-60.5605940553161,130
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,766,0,1,1417,1,0,0,1066,9660.0,-37.1774801030509,-62.7578962604015,3251
BUENOS AIRES,Adolfo Alsina,Maza,6007070,0,0,0,390,0,2,0,14,1748.0,-36.7999468137731,-63.3385151506224,406
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0,0,0,1253,0,0,0,0,3217.0,-37.1583546113813,-63.2442194943605,1253
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0,0,0,208,0,0,0,0,563.0,-37.4486186469627,-63.117609405389,208
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0,0,0,60,0,0,0,0,104.0,-37.4544378016288,-63.2565950033782,60
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,464,0,2,943,0,0,0,690,,,,2099
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0,0,0,654,6,0,0,57,1625.0,-37.9635021758562,-60.415659383962,717
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,0,0,0,0,0,0,0,46,212.0,-37.8233871716044,-60.484639770555,46
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,0,0,0,0,0,0,0,14,43.0,-38.1766861391835,-60.1708487303777,14
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,335,0,6,1,0,0,0,2,,,,344
BUENOS AIRES,Alberti,Mechita,6021030,285,0,0,0,0,0,0,0,412.0,-35.068013673391,-60.4025971632697,285
BUENOS AIRES,Alberti,Coronel Seguí,6021020,0,0,0,0,0,0,0,5,146.0,-34.8681189984321,-60.3939708823404,5
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),6021070,0,0,0,0,0,0,0,24,,,,24
BUENOS AIRES,Almirante Brown,Adrogué,6028010,86,9401,53,12087,2,1,0,26,30271.0,-34.8015580737331,-58.3914677191541,21656
BUENOS AIRES,Almirante Brown,Burzaco,6028010,39,16741,35,12073,6,2,0,309,92223.0,-34.8315415891783,-58.3986874871405,29205
BUENOS AIRES,Almirante Brown,Claypole,6028010,4,7725,3,3987,13,0,0,2,44098.0,-34.8044759080477,-58.3447825531042,11734
BUENOS AIRES,Almirante Brown,Don Orione,6028010,0,5756,0,0,0,0,0,1,46366.0,-34.8210751643113,-58.3447457989957,5757
BUENOS AIRES,Almirante Brown,Glew,6028010,11,9257,10,12012,12,0,0,54,61985.0,-34.8860114180413,-58.3818301842512,21356
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0,7587,1,1606,2,0,0,1,43494.0,-34.7851442510713,-58.3681475603787,9197
BUENOS AIRES,Almirante Brown,Longchamps,6028010,16,9496,20,8223,4,0,0,1,51001.0,-34.8609450255718,-58.3891476922426,17760
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,1,4902,3,787,2,0,0,1,25844.0,-34.8189583169642,-58.4235610606239,5696
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,3,3650,4,4309,0,0,0,1,17928.0,-34.8556895005541,-58.3616465427911,7967
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,9,10897,14,10093,178,0,0,340,60422.0,-34.7911367513318,-58.350598184222,21531
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,3,4414,4,4746,127,0,0,2,30355.0,-34.7866743578473,-58.3219363521574,9296
BUENOS AIRES,Almirante Brown,San Jose,6028010,2,9017,1,1166,0,3,0,1,48151.0,-34.7673771924196,-58.3432771404358,10190
BUENOS AIRES,Arrecifes,Arrecifes,6077010,773,1286,12,6903,0,1,0,1325,26400.0,-34.064591121211,-60.1025564443537,10300
BUENOS AIRES,Arrecifes,Todd,6077020,0,0,0,341,0,0,0,0,732.0,-34.0328240475348,-60.1562270065746,341
BUENOS AIRES,Arrecifes,Viña,6077030,50,0,0,0,0,0,0,30,464.0,-33.9922765156087,-60.2263211205477,80
BUENOS AIRES,Avellaneda,Avellaneda,6035010,903,8579,46,7418,72,8,0,79,25325.0,-34.6626508059016,-58.3656990232718,17105
BUENOS AIRES,Avellaneda,Crucesita,6035010,1,4848,0,3050,2,0,0,0,22745.0,-34.66910587351,-58.3574544412345,7901
BUENOS AIRES,Avellaneda,Dock Sud,6035010,11,632,0,1946,12,0,0,26,37392.0,-34.6491266928534,-58.3411774769137,2627
BUENOS AIRES,Avellaneda,Gerli,6035010,3,5769,0,4915,0,0,0,0,32384.0,-34.6847637540553,-58.3726025503412,10687
BUENOS AIRES,Avellaneda,Pineyro,6035010,9,5734,1,2738,0,0,0,0,28102.0,-34.6685497926645,-58.3886029123689,8482
BUENOS AIRES,Avellaneda,Sarandí,6035010,703,9600,60,13834,4,1,0,1,63281.0,-34.6843716640855,-58.348101313379,24203
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,15,8495,2,7630,11,0,0,600,61273.0,-34.6986315148924,-58.3363602646664,16753
BUENOS AIRES,Avellaneda,Wilde,6035010,330,12072,62,16730,8,0,0,100,68624.0,-34.7061588356333,-58.3218349208501,29302
BUENOS AIRES,Ayacucho,Ayacucho,6042010,1834,0,2,0,0,0,0,142,17364.0,-37.1536695670417,-58.4895476662462,1978
BUENOS AIRES,Ayacucho,La Constancia,6042020,0,0,0,0,0,0,0,10,49.0,-37.2286256057071,-58.7603890048806,10
BUENOS AIRES,Ayacucho,Solanet,6042030,0,0,0,0,0,0,0,27,47.0,-36.8444984439739,-58.5071421689017,27
BUENOS AIRES,Ayacucho,Udaquiola,6042040,0,0,0,0,0,1,0,46,91.0,-36.5637513540211,-58.5333344196536,47
BUENOS AIRES,Azul,Azul,6049020,1692,14796,48,77,14,2,0,1145,55728.0,-36.7795144970313,-59.8586331707414,17774
BUENOS AIRES,Azul,Cacharí,6049030,0,0,2,0,0,0,0,521,2960.0,-36.3805626332947,-59.5030645507265,523
BUENOS AIRES,Azul,Chillar,6049040,0,0,0,0,0,1,0,565,3083.0,-37.3150113247344,-59.9853181679139,566
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,3774,104843,388,14178,64,8,0,2764,291327.0,-38.7114037284555,-62.2569089501864,126019
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,0,193,4,210,2,0,0,66,2046.0,-38.4838572081944,-61.8926015349487,475
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030,320,1619,1,2,0,0,0,15,,,,1957
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,0,0,0,1,0,3,0,0,0.0,-38.7794670416666,-62.262951248824,4
BUENOS AIRES,Balcarce,Balcarce,6063010,1347,11787,36,45,9,0,0,883,38376.0,-37.8482779294345,-58.2551665841248,14107
BUENOS AIRES,Balcarce,Los Pinos,6063020,0,0,0,0,9,0,0,30,337.0,-37.9412057603,-58.3225920150442,39
BUENOS AIRES,Balcarce,Napaleofú,6063030,0,0,0,15,0,0,0,107,374.0,-37.6254980210026,-58.7461862359423,122
BUENOS AIRES,Balcarce,Ramos Otero,6063040,0,0,0,0,0,0,0,8,95.0,-37.5426353712017,-58.3407185507274,8
BUENOS AIRES,Balcarce,San Agustín,6063050,0,0,0,0,3,0,0,72,498.0,-38.0122838564587,-58.355377761682,75
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,0,0,0,0,0,0,0,42,115.0,-37.8596285282151,-57.9806008736401,42
BUENOS AIRES,Baradero,Baradero,6070010,1172,7356,0,10,0,2,0,827,28537.0,-33.8128781547156,-59.5043068852807,9367
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,104,0,0,0,0,0,0,150,,,,254
BUENOS AIRES,Baradero,Irineo Portela,6070020,0,0,0,1,0,0,0,78,379.0,-33.9810489198561,-59.6715601606315,79
BUENOS AIRES,Baradero,Santa Coloma,6070030,0,0,0,0,0,0,0,55,203.0,-34.062154134736,-59.5585420642846,55
BUENOS AIRES,Benito Juárez,Barker,6084010,0,0,1,10,0,2,0,70,1241.0,-37.6424111302365,-59.3889380312927,83
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,650,0,20,563,4,1,0,147,,,,1385
BUENOS AIRES,Benito Juárez,López,6084030,0,0,0,4,0,0,0,12,138.0,-37.5545120854221,-59.6278461536299,16
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,0,0,0,20,0,1,0,100,,,,121
BUENOS AIRES,Berazategui,Berazategui,6091010,247,16915,38,29584,15,4,0,49,100855.0,-34.7597493264937,-58.2019645234278,46852
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,16,130,0,15808,0,0,0,0,87792.0,-34.7804201858899,-58.2415010261207,15954
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,1,1429,0,1904,0,0,0,0,11695.0,-34.8021192214631,-58.2188212494897,3334
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,1349,2061,0,672,0,0,0,16,7847.0,-34.9067557072114,-58.1966995021239,4098
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,74,6085,2,9798,1,0,0,0,49458.0,-34.7897594857633,-58.1439692638183,15960
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,94,2042,2,5666,0,0,0,90,14868.0,-34.8348420760566,-58.1819061125702,7894
BUENOS AIRES,Berazategui,Pereyra,6091010,0,245,1,431,0,0,0,0,1291.0,-34.8471945391094,-58.1392765205344,677
BUENOS AIRES,Berazategui,Plátanos,6091010,0,1828,0,2320,1,0,0,0,17961.0,-34.7674201820877,-58.1652686003148,4149
BUENOS AIRES,Berazategui,Ranelagh,6091010,10,2942,13,7750,0,1,0,0,17183.0,-34.7941468501172,-58.1989815634425,10716
BUENOS AIRES,Berazategui,Villa España,6091010,1,1115,0,2342,0,0,0,0,15205.0,-34.776063416904,-58.2002532983623,3458
BUENOS AIRES,Berisso,Berisso,6098010,3116,14349,21,7668,6,0,0,413,87698.0,-34.8746353679645,-57.8947472316799,25573
BUENOS AIRES,Berisso,Villa Nueva,6098010,0,0,0,132,0,0,0,250,0.0,-34.8957079362353,-57.9108816644737,382
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,0,0,0,132,0,0,0,250,0.0,-34.9293102150655,-57.8853552505795,382
BUENOS AIRES,Berisso,Villa Arguello,6098010,0,0,0,132,0,0,0,250,0.0,-34.9053981881099,-57.9180815078165,382
BUENOS AIRES,Berisso,Villa Progreso,6098010,0,0,0,132,0,0,0,250,0.0,-34.9308766123633,-57.8468799885622,382
BUENOS AIRES,Bolívar,OTROS,Sin Datos,0,1,0,1,0,0,0,0,,,,2
BUENOS AIRES,Bolívar,Pirovano,6105050,0,0,0,0,50,0,0,45,1551.0,-36.5109170215402,-61.5545516558692,95
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,727,5178,2,10,0,1,0,255,,,,6173
BUENOS AIRES,Bolívar,Urdampilleta,6105070,0,0,5,2,0,0,0,71,2643.0,-36.4329292363695,-61.4191160192421,78
BUENOS AIRES,Bolívar,Hale,6105010,10,0,0,0,0,0,0,0,211.0,-36.0010429767568,-60.8534495072374,10
BUENOS AIRES,Bragado,Bragado,6112010,500,3281,10,241,0,0,0,212,33222.0,-35.118942299763,-60.4879147568209,4244
BUENOS AIRES,Bragado,General O'Brien,6112030,321,0,0,83,0,0,0,36,2488.0,-34.9067979091956,-60.7597838238054,440
BUENOS AIRES,Bragado,Irala,6112040,0,2,0,0,0,0,0,22,400.0,-34.7718230311122,-60.6916912010278,24
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,10,8,0,0,0,0,0,8,1414.0,-35.0699378566803,-60.4084937925362,26
BUENOS AIRES,Bragado,Warnes,6112090,135,0,0,0,9,0,0,7,437.0,-34.9098734445057,-60.5381681629003,151
BUENOS AIRES,Bragado,Comodoro Py,6112020,0,0,0,220,0,0,0,2,634.0,-35.3233100374631,-60.5217314911689,222
BUENOS AIRES,Bragado,Olascoaga,6112080,0,0,0,0,0,0,0,40,127.0,-35.2375277927366,-60.6115341696178,40
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,1250,420,1,3377,1,0,0,1208,19877.0,-35.1690983002919,-58.2373529446643,6257
BUENOS AIRES,Brandsen,Jeppener,6119070,815,0,0,2,0,0,0,0,2496.0,-35.2802043920968,-58.1996649431989,817
BUENOS AIRES,Campana,Campana,6126030,990,18544,1,11492,18,3,0,44,86860.0,-34.1639618118269,-58.9588741035355,31092
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,0,56,0,0,0,0,0,0,261.0,-34.2816770641806,-58.8911906524052,56
BUENOS AIRES,Campana,Alto Los Cardales,6126010,0,0,0,227,0,0,0,41,1983.0,-34.3160243688815,-58.9784574815339,268
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,0,0,0,0,0,0,0,60,1823.0,-34.2530406367633,-58.9584400368589,60
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,0,0,0,0,0,0,0,35,,,,35
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,102,896,7,0,0,0,0,41,2759.0,-34.9793768508134,-58.6749430768989,1046
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,0,0,0,200,0,0,0,0,155.0,-35.0742486164225,-58.8632420603475,200
BUENOS AIRES,Cañuelas,Cañuelas,6134030,909,5291,30,2419,0,1,0,526,29974.0,-35.0527140350539,-58.7583856965375,9176
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,0,2536,0,1,0,0,0,270,7165.0,-34.9364563092157,-58.6143957995956,2807
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,0,0,0,0,0,2,0,233,5297.0,-34.9611839371811,-58.7308918275978,235
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,63,0,0,686,0,0,0,141,1282.0,-35.1227364407356,-58.8904871463421,890
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,175,0,2,0,0,0,0,25,787.0,-34.9653526702416,-58.6504979594296,202
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,0,0,0,0,0,0,0,48,7165.0,-34.9364563092157,-58.6143957995956,48
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,0,0,0,1,0,0,0,20,330.0,-35.3003271130454,-58.5943053657455,21
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,144,4173,0,84,0,0,0,89,13088.0,-34.1723674255219,-59.789349139091,4490
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,0,0,0,0,0,0,0,44,230.0,-34.1285572110784,-59.9240058312679,44
BUENOS AIRES,Carlos Casares,Cadret,6147020,0,0,0,0,1,0,0,48,214.0,-35.7727531397053,-61.3353879836968,49
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,1167,1,7,2870,0,0,0,2461,18347.0,-35.623543502046,-61.3653159121918,6506
BUENOS AIRES,Carlos Casares,La Sofía,6147060,0,0,0,0,0,0,0,1,12.0,-35.7003907357414,-61.1702865161871,1
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,0,0,0,0,0,0,0,161,471.0,-35.4774725641963,-61.4930734927677,161
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,0,0,0,0,0,0,0,44,27.0,-35.6740915009624,-61.5066664301675,44
BUENOS AIRES,Carlos Casares,Smith,6147100,0,0,0,0,0,0,0,190,465.0,-35.4946290260766,-61.5937811081594,190
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,0,0,0,0,0,0,0,47,76.0,-35.583017649873,-61.5244457086778,47
BUENOS AIRES,Carlos Casares,Bellocq,6147010,0,0,1,0,0,0,0,0,542.0,-35.9189705554631,-61.5312630222769,1
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,12,1263,1,68,0,0,0,499,5178.0,-35.3925733302196,-62.4193023144118,1843
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,0,0,0,0,0,0,0,81,726.0,-35.4388157700903,-62.7252382146864,81
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,0,0,0,0,0,1,0,198,,,,199
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,0,0,0,0,0,0,0,16,422.0,-35.6403503028113,-62.1924372294866,16
BUENOS AIRES,Carlos Tejedor,Timote,6154040,0,0,0,0,0,0,0,61,526.0,-35.3477615165229,-62.2246532791856,61
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,322,1769,5,8,1,0,0,1045,12775.0,-34.3776987251735,-59.8229019801033,3150
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,0,0,0,0,0,0,0,31,122.0,-34.4951191416005,-59.8029737383366,31
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,0,0,0,0,0,0,0,107,391.0,-34.4664778301466,-60.0008697422009,107
BUENOS AIRES,Castelli,Castelli,6168010,52,1109,0,1121,0,2,0,28,6859.0,-36.091694119436,-57.8071801619355,2312
BUENOS AIRES,Castelli,Centro Guerrero,6168020,0,0,0,46,0,0,0,3,114.0,-36.0570621940227,-57.8235422591576,49
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,0,0,0,7,0,0,0,0,,,,7
BUENOS AIRES,Chacabuco,Castilla,6210010,0,0,0,0,0,0,0,274,689.0,-34.6131247014799,-59.9005194580559,274
BUENOS AIRES,Chacabuco,Chacabuco,6210020,1334,10136,15,1923,0,0,0,130,38418.0,-34.6429843999409,-60.4701843504346,13538
BUENOS AIRES,Chacabuco,O'Higgins,6210040,260,0,0,220,0,0,0,12,1206.0,-34.5854707868254,-60.6986325840689,492
BUENOS AIRES,Chacabuco,Rawson,6210050,59,0,0,383,0,0,0,134,2123.0,-34.6086374337309,-60.0677106761007,576
BUENOS AIRES,Chascomús,Chascomús,6217010,1847,7930,79,1168,0,1,0,0,33607.0,-35.5743009068199,-58.0005532563664,11025
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,98,1879,0,0,0,0,444,0,,,,2421
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,0,0,0,132,0,0,0,0,0.0,-35.5466815668936,-58.0013258753826,132
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,2031,8936,117,3919,1,1,0,5530,58152.0,-34.8980163772726,-60.0188841030321,20535
BUENOS AIRES,Chivilcoy,La Rica,6224040,39,0,0,0,2,0,0,97,118.0,-34.9739189538858,-59.8639302070489,138
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,0,338,0,563,0,0,0,30,2130.0,-35.0926582854313,-59.7745302971612,931
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,3,0,0,0,0,0,0,77,179.0,-35.0858455213162,-59.9236682591744,80
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,3,0,0,0,0,0,0,49,166.0,-34.9443783815263,-59.7018597369347,52
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,55,0,0,0,0,0,0,2,324.0,-34.839127302807,-59.8646671984292,57
BUENOS AIRES,Chivilcoy,Benitez,6224005,0,0,0,0,0,0,0,19,68.0,-34.9660329017519,-60.1236385563996,19
BUENOS AIRES,Chivilcoy,Emilio Ayarza,6224020,0,0,0,0,0,0,0,5,87.0,-34.746060108407,-60.0392314192743,5
BUENOS AIRES,Colón,Colón,6175010,4051,1777,0,4677,0,0,0,20,23206.0,-33.8978633606345,-61.099560506382,10525
BUENOS AIRES,Colón,Sarasa,6175040,0,0,0,0,0,0,0,14,71.0,-34.0523353092344,-61.2019040914739,14
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,0,0,0,0,0,1,0,0,681.0,-38.9961963948629,-61.5471990087107,1
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,634,21380,47,12,0,6,0,0,,,,22079
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),6182050,0,0,0,165,0,0,0,0,,,,165
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,0,0,0,0,0,0,0,42,327.0,-38.7839402799391,-62.1195194756714,42
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,0,0,0,25,0,0,0,53,164.0,-38.7647705078125,-61.9209671020508,78
BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,6182030,0,0,0,101,0,0,0,0,0.0,-38.8532242630709,-62.1164752039925,101
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,204,1370,3,9,0,0,0,32,11510.0,-38.7166239148323,-61.2884948879698,1618
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,0,0,0,32,0,0,0,5,,,,37
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,0,0,0,607,0,0,0,48,1778.0,-38.7388491145692,-60.6092238150829,655
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,0,0,0,402,0,0,0,0,158.0,-38.9224906889726,-60.5329774471942,402
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,555,2056,3,5,0,0,0,171,,,,2790
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,0,0,1,24,0,0,0,3,1054.0,-38.3293770967784,-60.8866340266383,28
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,691,2640,84,1613,0,0,0,785,23621.0,-37.4596224938744,-61.9317530113989,5813
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,0,0,1,1630,0,0,0,536,5020.0,-37.0622288209544,-61.9297529087938,2167
BUENOS AIRES,Coronel Suárez,Pasman,6203060,0,0,0,0,0,0,0,71,165.0,-37.2234351404125,-62.1602259170472,71
BUENOS AIRES,Coronel Suárez,San José,6203070,0,61,0,795,0,0,0,0,2234.0,-37.5077480260109,-61.9211473085303,856
BUENOS AIRES,Coronel Suárez,Santa María,6203080,0,25,0,516,0,0,0,0,1832.0,-37.5565856774998,-61.872634363442,541
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,0,76,0,648,0,0,0,0,1474.0,-37.4891036510029,-61.9252761219778,724
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,0,104,0,127,0,0,0,0,434.0,-38.1345025284944,-61.7885553500206,231
BUENOS AIRES,Daireaux,Daireaux,6231030,226,0,0,0,194,50,0,339,12122.0,-36.6001749213746,-61.7450132654369,809
BUENOS AIRES,Daireaux,Salazar,6231060,0,0,0,0,0,0,0,79,1924.0,-36.307117163487,-62.2003365899,79
BUENOS AIRES,Dolores,Dolores,6238010,1045,10797,1,531,0,0,325,0,25940.0,-36.3161215739926,-57.6752657333964,12699
BUENOS AIRES,Dolores,Sevigne,6238020,0,0,0,0,0,0,0,1,286.0,-36.2067284269712,-57.7413707296745,1
BUENOS AIRES,Ensenada,Ensenada,6245010,1196,11898,16,2927,6,0,0,2092,56463.0,-34.8679770208454,-57.9214379246659,18135
BUENOS AIRES,Ensenada,Villa Catela,6245010,0,0,0,0,0,0,0,7,0.0,-34.884600148052,-57.9511290255284,7
BUENOS AIRES,Escobar,Belen de Escobar,6252010,1614,16844,21,11953,382,1,0,99,64544.0,-34.3516704130246,-58.7832526742638,30914
BUENOS AIRES,Escobar,El Cazador,6252010,0,972,0,2588,0,0,0,0,,,,3560
BUENOS AIRES,Escobar,Garín,6252010,3596,10274,3,4713,61,1,0,11,70042.0,-34.428785229178,-58.7361732596546,18659
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,437,4278,3,4051,1,0,0,300,14734.0,-34.3790006332322,-58.7303342412363,9070
BUENOS AIRES,Escobar,Loma Verde,6252010,0,0,0,1278,0,0,0,0,3783.0,-34.3285234890863,-58.8506997728362,1278
BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,204,5031,0,131,2,0,0,14,37480.0,-34.3964888336318,-58.7629458829717,5382
BUENOS AIRES,Escobar,Matheu,6252010,795,2723,2,51,16,1,0,58,16903.0,-34.3688779666182,-58.8402291878847,3646
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,54,7100,6,12,1,0,0,153,50116.0,-34.7565075768115,-58.4902923509723,7326
BUENOS AIRES,Esteban Echeverría,Canning,6260010,2,4022,0,1173,1,0,0,60,7941.0,-34.8849791351051,-58.4778099372334,5258
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,0,5830,0,4,2,1,0,89,60132.0,-34.8304505041023,-58.494869419897,5926
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,3,7690,2,1810,1,0,0,77,46649.0,-34.800196435999,-58.4530964052639,9583
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,60,27712,57,28477,9,3,0,662,135893.0,-34.8191368630736,-58.4726947603508,56980
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,2,0,0,0,0,0,0,341,14.0,-34.8128216283518,-58.5521650062885,343
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,0,0,0,0,0,0,0,164,243.0,-34.3363786908945,-59.1094149717708,164
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),6266020,294,0,5,100,0,0,0,0,,,,399
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,0,7649,2,0,0,2,0,31,7174.0,-34.3300736993853,-58.9885651588167,7684
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,0,0,0,0,0,0,0,5,1207.0,-34.3273003551547,-59.0759905460338,5
